-0.0092427,-0.0035944,0.011208,0.03774,0.05863,0.080068,0.080697,0.090957,0.096646,0.10368,0.10958,0.10901,0.10609,0.10339,0.097464,0.091544,0.081557,0.071552,0.061608,0.046466,0.028212,0.011563,-0.005382,-0.018392,-0.039884,-0.039977,-0.04939
0.99448,0.99441,0.99414,0.99371,0.9936,0.99365,0.99353,0.99354,0.99342,0.99324,0.9931,0.99298,0.99252,0.99241,0.99208,0.99151,0.99117,0.99091,0.99078,0.99085,0.99093,0.99082,0.99096,0.9914,0.99216,0.99291,0.99363
0.99635,0.99563,0.99507,0.9945,0.99379,0.993,0.99183,0.99171,0.99116,0.99059,0.99004,0.98954,0.98895,0.98812,0.98742,0.98679,0.98543,0.98548,0.98484,0.98457,0.9845,0.98472,0.98518,0.98543,0.98665,0.98858,0.99029
0.99686,0.99684,0.99691,0.9969,0.99697,0.99701,0.99701,0.99704,0.99703,0.99699,0.99694,0.99684,0.99653,0.99649,0.99638,0.9963,0.99639,0.99649,0.99641,0.99706,0.99731,0.99772,0.99801,0.99816,0.99831,0.99833,0.99836
0.45448,0.45455,0.45437,0.45482,0.45502,0.45437,0.45363,0.45342,0.45275,0.45179,0.45206,0.45088,0.44842,0.44445,0.44601,0.44476,0.44367,0.44345,0.44364,0.44376,0.44464,0.44632,0.44664,0.44682,0.44704,0.44723,0.44752
0.8883,0.88825,0.88885,0.88929,0.88945,0.88999,0.89091,0.89116,0.89187,0.89292,0.89362,0.89519,0.89538,0.89539,0.89564,0.89542,0.89507,0.895,0.89447,0.89468,0.89496,0.89585,0.89671,0.89681,0.89665,0.89661,0.89588
0.98108,0.9809,0.98048,0.9804,0.97997,0.97957,0.97913,0.97887,0.97862,0.97867,0.97876,0.97858,0.97847,0.97843,0.97832,0.97849,0.97929,0.97968,0.97977,0.98051,0.98089,0.98086,0.9808,0.98074,0.98069,0.98064,0.98057
0.99133,0.99282,0.99442,0.99498,0.9953,0.99435,0.99322,0.99339,0.99216,0.99327,0.99597,0.99503,0.99748,0.99946,0.99916,0.99936,0.99968,0.99962,0.9997,0.99904,0.99896,0.99946,0.99859,0.99623,0.99569,0.99886,0.99989
-0.41751,-0.41661,-0.41558,-0.40966,-0.40912,-0.39746,-0.40009,-0.39331,-0.38889,-0.39397,-0.39176,-0.39238,-0.39338,-0.3933,-0.39279,-0.39254,-0.39265,-0.39285,-0.39301,-0.39414,-0.39505,-0.3956,-0.39671,-0.39839,-0.40098,-0.40592,-0.40426
0.8665,0.85764,0.85026,0.84378,0.85864,0.80873,0.80221,0.78542,0.77848,0.78498,0.7917,0.80258,0.82321,0.88473,0.90514,0.93176,0.95055,0.96131,0.96604,0.96595,0.96322,0.9595,0.95599,0.95249,0.94811,0.94484,0.94582
0.95382,0.95431,0.95418,0.9577,0.9743,0.97529,0.97316,0.97342,0.9688,0.95811,0.9486,0.93852,0.93104,0.9242,0.9186,0.91964,0.92765,0.93995,0.94203,0.96255,0.97148,0.97549,0.97758,0.97897,0.97917,0.97957,0.97998
0.99143,0.99282,0.99346,0.99437,0.99548,0.99346,0.9892,0.98541,0.98178,0.97684,0.97192,0.97114,0.95825,0.9524,0.96352,0.9734,0.97901,0.98149,0.98871,0.99371,0.9959,0.99874,0.99932,0.99826,0.99852,0.99812,0.99771
0.39166,0.39244,0.39294,0.39528,0.3976,0.39704,0.39912,0.4004,0.40028,0.39983,0.40014,0.40005,0.39817,0.39902,0.39701,0.39729,0.3956,0.39374,0.39274,0.39057,0.39104,0.39163,0.39035,0.38996,0.38983,0.38973,0.38963
0.92912,0.93066,0.93195,0.93256,0.93289,0.93334,0.93403,0.93501,0.93515,0.93571,0.93665,0.93737,0.93678,0.93658,0.93705,0.93719,0.93708,0.93687,0.93662,0.93633,0.93584,0.93541,0.93472,0.93426,0.93434,0.93373,0.93317
0.99998,0.99998,0.99998,0.99998,0.99999,0.99999,0.99999,1,1,1,1,1,1,1,1,1,1,0.99999,0.99999,0.99999,0.99999,0.99998,0.99997,0.99997,0.99995,0.99995,0.99996
0.96394,0.96681,0.96906,0.97067,0.97222,0.97372,0.9745,0.97544,0.97603,0.95066,0.95348,0.96619,0.96782,0.97159,0.97248,0.97366,0.97426,0.97451,0.97522,0.97563,0.97571,0.97568,0.97569,0.9757,0.97633,0.94772,0.92062
-0.37948,-0.37812,-0.37836,-0.37824,-0.37653,-0.37511,-0.37519,-0.3748,-0.37486,-0.37469,-0.3748,-0.3751,-0.37516,-0.3752,-0.3752,-0.37525,-0.37544,-0.37589,-0.37619,-0.3774,-0.38001,-0.38,-0.38087,-0.38256,-0.3842,-0.38423,-0.38459
0.93007,0.92948,0.92828,0.92629,0.92647,0.92572,0.92542,0.92518,0.92436,0.92365,0.92164,0.92148,0.92191,0.92129,0.9214,0.92162,0.92214,0.92265,0.92293,0.92352,0.92464,0.92492,0.92552,0.92645,0.92694,0.92788,0.92796
0.99965,0.99976,0.9998,0.99977,0.99981,0.99988,0.9999,0.99993,0.99994,0.99993,0.99993,0.99993,0.99993,0.99992,0.9999,0.9999,0.99989,0.99987,0.99985,0.99983,0.99976,0.99977,0.99969,0.99967,0.99965,0.99958,0.99954
0.80467,0.80436,0.80349,0.80264,0.80157,0.80094,0.80015,0.79914,0.79836,0.79727,0.79633,0.79487,0.79418,0.79375,0.79275,0.79294,0.79312,0.79335,0.7934,0.7944,0.79385,0.79451,0.79552,0.79681,0.7979,0.80064,0.80055
